Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Year Joined,Valuation(billions)
Promasidor Holdings,$2B,2016-11-08,Consumer & retail,Bryanston,South Africa,Asia,1979,$556M,"IFC, Ajinomoto",2016,2
Tubatu.com,$2B,2015-03-09,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2008,$216M,"Sequoia Capital China, Matrix Partners China, 58.com",2015,2
Ximalaya FM,$2B,2017-09-22,Mobile & telecommunications,Shanghai,China,Asia,2012,$71M,"China Creation Ventures, Sierra Ventures, Xingwang Investment Management",2017,2
HEYTEA,$2B,2019-07-01,Other,Shenzhen,China,Asia,2012,$594M,"Sequoia Capital China, Tencent Investment, BA Capital",2019,2
BGL Group,$2B,2017-11-24,Fintech,Peterborough,United Kingdom,Europe,1992,$696M,CPP Investment Board,2017,2
Claroty,$2B,2021-06-17,Cybersecurity,New York,United States,North America,2015,$640M,"Bessemer Venture Partners, MoreVC, Team8",2021,2
Improbable,$2B,2017-05-11,Other,London,United Kingdom,Europe,2012,$754M,"Andreessen Horowitz, SoftBank Group, Temasek Holdings",2017,2
InMobi,$2B,2014-12-02,Mobile & telecommunications,Bengaluru,India,Asia,2007,$221M,"Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures",2014,2
MindMaze,$2B,2016-01-28,Health,Lausanne,Switzerland,Europe,2012,$340M,Hinduja Group,2016,2
Ninja Van,$2B,2021-09-27,"Supply chain, logistics, & delivery",,Singapore,Asia,2014,$975M,"B Capital Group, Monk's Hill Ventures, Dynamic Parcel Distribution",2021,2
Pantheon Systems,$2B,2021-07-13,Internet software & services,San Francisco,United States,North America,2010,$200M,"Foundry Group, Scale Venture Partners, SoftBank Group",2021,2
SellerX,$2B,2021-12-09,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2020,$766M,"Cherry Ventures, Felix Capital, 83North",2021,2
AppDirect,$2B,2015-10-07,E-commerce & direct-to-consumer,San Francisco,United States,North America,2009,$431M,"Mithril, iNovia Capital, Foundry Group",2015,2
BrewDog,$2B,2017-04-10,Consumer & retail,Aberdeen,United Kingdom,Europe,2007,$233M,"TSG Consumer Partners, Crowdcube",2017,2
Enflame,$2B,2021-01-05,Hardware,Shanghai,China,Asia,2018,$472M,"Tencent Holdings, Delta Capital, Redpoint Ventures China",2021,2
Tradeshift,$2B,2018-05-30,Fintech,San Francisco,United States,North America,2009,$861M,"Notion Capital, Scentan Ventures, Kite Ventures",2018,2
HeartFlow,$2B,2017-12-04,Health,Redwood City,United States,North America,2007,$568M,"BlueCross BlueShield Venture Partners, US Venture Partners",2017,2
Extend,$2B,2021-05-18,Fintech,San Francisco,United States,North America,2004,$320M,"GreatPoint Ventures, Meritech Capital Partners, PayPal Ventures",2021,2
Airbyte,$2B,2021-12-17,Internet software & services,San Francisco,United States,North America,2020,$181M,"Accel, Benchmark, SV Angel",2021,2
Andela,$2B,2021-09-29,Internet software & services,New York,United States,North America,2014,$381M,"Spark Capital, Google Ventures, CRE Venture Capital",2021,2
Ascend Money,$2B,2021-09-27,Fintech,Bangkok,Thailand,Asia,2013,$150M,"Ant Group, Charoen Pokphand Group, Bow Wave Capital",2021,2
Athelas,$2B,2022-01-31,Health,Mountain View,United States,North America,2016,$150M,"Sequoia Capital, General Catalyst, Human Capital",2022,2
Built,$2B,2021-09-30,Internet software & services,Nashville,United States,North America,2015,$289M,"Nyca Partners, Index Ventures, Technology Crossover Ventures",2021,2
candy.com,$2B,2021-10-21,Fintech,New York,United States,North America,2021,$100M,"Insight Partners, Softbank Group, Connect Ventures",2021,2
Cognite,$2B,2021-05-19,Data management & analytics,Lysaker,Norway,Europe,2016,$225M,"Technology Crossover Ventures, Accel, Aker",2021,2
CoinList,$2B,2021-10-15,Fintech,San Francisco,United States,North America,2017,$119M,"Accomplice, Polychain Capital, GoldenTree Asset Management",2021,2
Collective Health,$2B,2019-06-17,Fintech,San Francisco,United States,North America,2013,$719M,"New Enterprise Associates, Founders Fund, Google Ventures",2019,2
Culture Amp,$2B,2021-07-29,Internet software & services,Richmond,Australia,Oceania,2011,$257M,"Felicis Ventures, Index Ventures, Blackbird Ventures",2021,2
Devo,$2B,2021-10-26,Data management & analytics,Cambridge,United States,North America,2011,$381M,"Insight Partners, Kibo Ventures, Bessemer Venture Partners",2021,2
ElasticRun,$2B,2022-02-07,"Supply chain, logistics, & delivery",Pune,India,Asia,2016,$435M,"Kalaari Capital, Norwest Venture Partners, Prosus Ventures",2022,2
Gett,$2B,2016-05-24,Auto & transportation,London,United Kingdom,Europe,2010,$828M,"Volkswagen, Access Industries, Vostok New Ventures",2016,2
ID.me,$2B,2021-03-19,Cybersecurity,McLean,United States,North America,2010,$142M,"Moonshots Capital, BoxGroup, Blu Venture Investors",2021,2
impact.com,$2B,2021-07-13,Internet software & services,Santa Barbara,United States,North America,2008,$261M,"Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners",2021,2
Ledger,$2B,2021-06-10,Hardware,Paris,France,Europe,2014,$466M,"Digital Currency Group, Draper Esprit, Korelya Capital",2021,2
Lusha,$2B,2021-11-10,Internet software & services,New York,United States,North America,2016,$245M,"PSG, ION Crossover Partners",2021,2
Matillion,$2B,2021-09-15,Data management & analytics,Altrincham,United Kingdom,Europe,2011,$310M,"Scale Venture Partners, Sapphire Ventures, Battery Ventures",2021,2
MOLOCO,$2B,2021-04-29,Artificial intelligence,Redwood City,United States,North America,2013,$192M,"Smilegate Investment, DSC Investments, KTB Ventures",2021,2
Mu Sigma,$2B,2013-02-07,Data management & analytics,Northbrook,United States,North America,2004,$211M,"Sequoia Capital, General Atlantic",2013,2
Next Silicon,$2B,2021-06-14,Hardware,Tel Aviv,Israel,Asia,2018,$203M,"Amiti Ventures, Playground Global, Aleph",2021,2
NotCo,$2B,2021-07-26,Artificial intelligence,Santiago,Chile,South America,2015,$370M,"Kaszek Ventures, SOSV, Tiger Global Management",2021,2
Olist,$2B,2021-12-15,E-commerce & direct-to-consumer,Curitiba,Brazil,South America,2015,$320M,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund",2021,2
Pacaso,$2B,2021-03-24,Fintech,Cincinnati,United States,North America,2020,$217M,"Global Founders Capital, Shea Ventures, Greycroft",2021,2
Paradox,$2B,2021-12-27,Internet software & services,Scottsdale,United States,North America,2016,$253M,"Brighton Park Capital, Blue Cloud Ventures, Workday Ventures",2021,2
Persona,$2B,2021-09-15,Cybersecurity,San Francisco,United States,North America,2018,$218M,"Coatue Management, Index Ventures, Founders Fund",2021,2
SmartRecruiters,$2B,2021-07-20,Internet software & services,San Francisco,United States,North America,2010,$225M,"Mayfield Fund, Insight Partners, Rembrandt Venture Partners",2021,2
Snapdocs,$2B,2021-05-25,Fintech,San Francisco,United States,North America,2012,$253M,"Sequoia Capital, Y Combinator, F-Prime Capital",2021,2
Solugen,$2B,2021-09-10,Other,Houston,United States,North America,2016,$435M,"Fifty Years Fund, Refactor Capital, Temasek",2021,2
StoreDot,$2B,2022-01-04,Other,Herzliya,Israel,Asia,2012,$190M,"Samsung Ventures, SingulariTeam, BP Ventures",2022,2
Strava,$2B,2020-11-16,Internet software & services,San Francisco,United States,North America,2009,$152M,"Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital",2020,2
Temporal,$2B,2022-02-16,Internet software & services,Bellevue,United States,North America,2019,$129M,"Amplify Partners, Addition, Madrona Venture Group",2022,2
TuJia,$2B,2015-06-17,Travel,Beijing,China,Asia,2011,$755M,"GGV Capital, QiMing Venture Partnersl",2015,2
Uplight,$2B,2021-03-03,Other,Boulder,United States,North America,2019,Unknown,"Rubicon Technology Partners, Max Ventures, Inclusive Capital Partners",2021,2
Veho,$2B,2021-12-21,"Supply chain, logistics, & delivery",Boulder,United States,North America,2016,$299M,"General Catalyst, Origin Ventures, Fontinalis Partners",2021,2
Veriff,$2B,2022-01-26,Artificial intelligence,Tallinn,Estonia,Europe,2015,$177M,"Accel, Institutional Venture Partners, Tiger Global Management",2022,2
Whatnot,$2B,2021-09-16,E-commerce & direct-to-consumer,Marina del Rey,United States,North America,2019,$225M,"Y Combinator, Andreessen Horowitz, Wonder Ventures",2021,2
Zenoti,$2B,2020-12-15,Internet software & services,Bellevue,United States,North America,2010,$331M,"Norwest Venture Partners, Accel, Tiger Global Management",2020,2
Zeta,$2B,2021-05-24,Fintech,San Francisco,United States,North America,2015,$340M,"Sodexo Ventures, SoftBank Group",2021,2
Loom,$2B,2021-05-20,Internet software & services,San Francisco,United States,North America,2016,$204M,"Kleiner Perkins Caufield & Byers, Sequoia Capital, General Catalyst",2021,2
Mobile Premier League,$2B,2021-09-15,Internet software & services,Bengaluru,India,Asia,2018,$376M,"Sequoia Capital India, RTP Global, Go-Ventures",2021,2
Uala,$2B,2021-08-13,Fintech,Buenos Aires,Argentina,South America,2017,$544M,"Soros Fund Management, Ribbit Capital, Monashees+",2021,2
Wenheyou,$2B,2021-04-17,Other,Hunan,China,Asia,2013,$90M,"Sequoia Capital China, Warburg Pincus, IDG Capital",2021,2
Star Charge,$2B,2021-05-19,Auto & transportation,Changzhou,China,Asia,2014,$125M,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",2021,2
ABL Space Systems,$2B,2021-03-25,Other,El Segundo,United States,North America,2017,$419M,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment",2021,2
Afiniti,$2B,2017-04-14,Artificial intelligence,Hamilton,Bermuda,North America,2006,$120M,GAM Holding,2017,2
ASAPP,$2B,2021-05-19,Artificial intelligence,New York,United States,North America,2014,$380M,"March Capital Partners, HOF Capital, Emergence Capital Partners",2021,2
BitSight Technologies,$2B,2021-09-13,Cybersecurity,Boston,United States,North America,2013,$401M,"Menlo Ventures, GGV Capital, Flybridge Capital Partners",2021,2
Cao Cao Mobility,$2B,2018-01-17,Auto & transportation,Hangzhou,China,Asia,2015,$744M,"People Electrical Appliance Group China, Zhongrong International Trust",2018,2
Capitolis,$2B,2022-03-22,Fintech,New York,United States,North America,2017,$282M,"Sequoia Capital, Index Ventures, S Capital",2022,2
Carbon,$2B,2015-08-20,Hardware,Redwood City,United States,North America,2013,$682M,"Google Ventures, Sequoia Capital, Wakefield Group",2015,2
Clio,$2B,2021-04-27,Internet software & services,Burnaby,Canada,North America,2008,$386M,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures",2021,2
Cresta,$2B,2022-03-17,Artificial intelligence,San Francisco,United States,North America,2017,$151M,"Andreessen Horowitz, Greylock Partners, Sequoia Capital",2022,2
Exabeam,$2B,2021-06-01,Cybersecurity,Foster City,United States,North America,2013,$390M,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners",2021,2
ezCater,$2B,2019-04-02,"Supply chain, logistics, & delivery",Boston,United States,North America,2007,$421M,"Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group",2019,2
HomeLight,$2B,2021-09-02,Fintech,San Francisco,United States,North America,2012,$219M,"Zeev Ventures, Menlo Ventures,Crosslink Capital",2021,2
HoneyBook,$2B,2021-05-04,Internet software & services,San Francisco,United States,North America,2013,$498M,"Norwest Venture Partners, Hillsven Capital, Aleph",2021,2
Infinidat,$2B,2015-04-29,Hardware,Waltham,United States,North America,2011,$325M,"TPG Growth, Goldman Sachs",2015,2
Mercury,$2B,2021-07-03,Fintech,San Francisco,United States,North America,2019,$152M,"Andreessen Horowitz, Coatue Management, Clocktower Technology Ventures",2021,2
Paxos,$2B,2021-04-29,Fintech,New York,United States,North America,2012,$538M,"Liberty City Ventures, RRE Ventures, Mithril Capital Management",2021,2
SafetyCulture,$2B,2021-05-03,Internet software & services,Sydney,Australia,Oceania,2004,$222M,"Blackbird Ventures, IndexVentures, Tiger Global Management",2021,2
SmartHR,$2B,2021-06-08,Fintech,Tokyo,Japan,Asia,2013,$190M,"BEENEXT, World Innovation Lab, Light Street Capital",2021,2
Tonal,$2B,2021-03-31,E-commerce & direct-to-consumer,San Francisco,United States,North America,2015,$450M,"Mayfield Fund, Shasta Ventures, L Catterton",2021,2
Truepill,$2B,2021-10-27,Health,Hayward,United States,North America,2016,$255M,"Initialized Capital, Sound Ventures, TI Platform Management",2021,2
Unite Us,$2B,2021-03-16,Health,New York,United States,North America,2014,$195M,"Insight Partners, Sequoia Capital, Index Ventures",2021,2
Verkada,$2B,2020-01-29,Cybersecurity,San Mateo,United States,North America,2016,$139M,"next47, First Round Capital, Sequoia Capital",2020,2
Wayflyer,$2B,2022-02-01,Fintech,Dublin,Ireland,Europe,2019,$236M,"QED Investors, DST Global, Left Lane Capital",2022,2
Zhubajie,$2B,2015-06-16,Internet software & services,Chongqing,China,Asia,2006,$445M,"Cybernaut Growth Fund, IDG Capital",2015,2
Transcarent,$2B,2022-01-11,Health,San Francisco,United States,North America,2020,$298M,"Alta Partners, General Catalyst, Jove Equity Partners",2022,2
Trader Interactive,$2B,2021-05-12,Other,Norfolk,United States,North America,2017,$624M,Carsales,2021,2
Glossier,$2B,2019-03-19,Consumer & retail,New York,United States,North America,2014,$266M,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital",2019,2
Hibob,$2B,2021-10-12,Internet software & services,Tel Aviv,Israel,Asia,2015,$274M,"Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures",2021,2
Jobandtalent,$2B,2021-12-01,Internet software & services,Madrid,Spain,Europe,2009,$902M,"Kibo Ventures, SoftBank Group, Atomico",2021,2
Optimism,$2B,2022-03-17,Internet software & services,San Francisco,United States,North America,2019,$179M,"Paradigm, Huobi Ventures, Andreessen Horowitz",2022,2
solarisBank,$2B,2021-07-13,Fintech,Berlin,Germany,Europe,2016,$403M,"Yabeo Capital, SBI Investment, Vulcan Capital",2021,2
WEMAKEPRICE,$2B,2015-09-09,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2009,$397M,"IMM Investment, NXC",2015,2
Alan,$2B,2021-04-19,Fintech,Paris,France,Europe,2016,$364M,"Index Ventures, Temasek, Portag3 Ventures",2021,2
Biren Technology,$2B,2020-08-18,Hardware,Shanghai,China,Asia,2019,$285M,"V FUND, IDG Capital, Green Pine Capital Partners",2020,2
Voodoo,$2B,2020-08-17,Other,Paris,France,Europe,2013,$517M,"Tencent Holdings, Goldman Sachs",2020,2
Carsome,$2B,2021-07-12,E-commerce & direct-to-consumer,Selangor,Malaysia,Asia,2015,$577M,"Gobi Partners, 500 Startups, Ondine Capital",2021,2
CircleCI,$2B,2021-05-11,Internet software & services,San Francisco,United States,North America,2011,$315M,"Threshold Ventures, Baseline Ventures, Harrison Metal",2021,2
DealShare,$2B,2022-01-27,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2018,$612M,"Alpha Wave Global, Matrix Partners India, Tiger Global Management",2022,2
DispatchHealth,$2B,2021-03-03,Health,Denver,United States,North America,2013,$403M,"Alta Partners, Questa Capital, Echo Health Venturesl",2021,2
Dragos,$2B,2021-10-28,Cybersecurity,Hanover,United States,North America,2016,$358M,"DataTribe, Energy Impact Partners, AllegisCyber Capital",2021,2
Gousto,$2B,2020-11-03,"Supply chain, logistics, & delivery",London,United Kingdom,Europe,2012,$311M,"MMC Ventures, BGF Ventures, Unilever Ventures",2020,2
H2O.ai,$2B,2021-11-07,Artificial intelligence,Mountain View,United States,North America,2011,$251M,"Nexus Venture Partners, Transamerica Ventures, Crane Venture Partners",2021,2
Harness,$2B,2021-01-14,Artificial intelligence,San Francisco,United States,North America,2016,$195M,"Menlo Ventures, Alkeon Capital Management, Citi Ventures",2021,2
Harry's,$2B,2018-02-16,Consumer & retail,New York,United States,North America,2013,$792M,"Thrive Capital, Tiger Global Management, Temasek",2018,2
PAX,$2B,2018-10-22,Consumer & retail,San Francisco,United States,North America,2007,$542M,"Tao Capital Partners, Global Asset Capital, Tiger Global Management",2018,2
Productboard,$2B,2022-02-02,Internet software & services,San Francisco,United States,North America,2014,$261M,"Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners",2022,2
Reltio,$2B,2021-11-04,Data management & analytics,Redwood City,United States,North America,2011,$237M,"Crosslink Capital, .406 Ventures, Sapphire Ventures",2021,2
Spotter,$2B,2022-02-16,Fintech,Los Angeles,United States,North America,2019,$231M,"SoftBank Group, Access Industries, Crossbeam Venture Partners",2022,2
Vestiaire Collective,$2B,2021-03-01,E-commerce & direct-to-consumer,Paris,France,Europe,2009,$663M,"Eurazeo, IDInvest Partners, Balderton Capital",2021,2
Wave,$2B,2021-09-07,Fintech,Dakar,Senegal,Africa,2018,$200M,"Stripe, Founders Fund, Partech Partners",2021,2
ZenBusiness,$2B,2021-11-09,Fintech,Austin,United States,North America,2015,$275M,"Greycroft, Lerer Hippeau, Geekdom Fund",2021,2
Bowery Farming,$2B,2021-05-25,Other,New York,United States,North America,2015,$497M,"Temasek, Google Ventures, General Catalyst",2021,2
Greenlight,$2B,2020-09-24,Fintech,Atlanta,United States,North America,2014,$557M,"Relay Ventures, TTV Capital, Canapi Ventures",2020,2
KeepTruckin,$2B,2019-04-23,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2013,$417M,"Google Ventures, Index Ventures, Scale Venture Partners",2019,2
Odoo,$2B,2021-07-29,Internet software & services,Louvain-la-Neuve,Belgium,Europe,2005,$229M,"Summit Partners, Noshaq, Sofinnova Partners",2021,2
Skydance Media,$2B,2020-02-11,Other,Santa Monica,United States,North America,2010,$275M,"RedBird Capital Partners, CJ ENM, Tencent Holdings",2020,2
Uptake,$2B,2015-10-27,Artificial intelligence,Chicago,United States,North America,2014,$218M,"Revolution, New Enterprise Associates, Caterpillar",2015,2
MoMo,$2B,2021-12-10,Fintech,Ho Chi Minh City,Vietnam,Asia,2013,$434M,"Goodwater Capital, Warburg Pincus, GS Growth",2021,2
Algolia,$2B,2021-07-28,Internet software & services,San Francisco,United States,North America,2012,$334M,"Accel, Alven Capital, Storm Ventures",2021,2
Pattern,$2B,2021-10-06,Internet software & services,Lehi,United States,North America,2013,$277M,"Knox Lane, Ainge Advisory, Carlson Private Capital Partners",2021,2
Spinny,$2B,2021-11-24,E-commerce & direct-to-consumer,Gurugram,India,Asia,2015,$509M,"General Catalyst, Eleation Capital, Avenir Growth Capital",2021,2
Trulioo,$2B,2021-06-07,Cybersecurity,Vancouver,Canada,North America,2011,$474M,"Blumberg Capital, American Express Ventures, BDC Venture Capital",2021,2
Zume,$2B,2018-11-01,Consumer & retail,Mountain View,United States,North America,2015,$423M,"Softbank Group, AME Cloud Ventures, SignalFire",2018,2
AIWAYS,$2B,2018-04-16,Auto & transportation,Shanghai,China,Asia,2017,$792M,"Jiangsu Sha Steel Group, Shanghai Puyin Industry, Funa Yuanchuang Technology",2018,2
Bitso,$2B,2021-05-05,Fintech,Mexico City,Mexico,North America,2014,$378M,"Pantera Capital, QED Investors, Coinbase Ventures",2021,2
BloomReach,$2B,2022-02-23,Artificial intelligence,Mountain View,United States,North America,2009,$422M,"Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners",2022,2
Current,$2B,2021-04-27,Fintech,New York,United States,North America,2015,$402M,"Expa, QED Investors, Foundation Capital",2021,2
Dialpad,$2B,2020-10-06,Internet software & services,San Francisco,United States,North America,2011,$400M,"Andreessen Horowitz, Google Ventures, Section 32",2020,2
G7 Networks,$2B,2022-02-15,"Supply chain, logistics, & delivery",Beijing,China,Asia,2006,$710M,"Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners",2022,2
Gympass,$2B,2019-06-12,Internet software & services,New York,United States,North America,2012,$525M,"General Atlantic, SoftBank Group, Atomico",2019,2
MUSINSA,$2B,2019-11-11,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2001,$287M,Sequoia Capital,2019,2
NuCom Group,$2B,2018-02-22,Other,Unterfoehring,Germany,Europe,2016,$550M,General Atlantic,2018,2
Reify Health,$2B,2021-08-10,Health,Boston,United States,North America,2012,$259M,"Sierra Ventures, Battery Ventures, Asset Management Ventures",2021,2
Diamond Foundry,$2B,2021-03-29,Other,San Francisco,United States,North America,2012,$351M,"Fashion Tech Lab, Fidelity Investments, Vast Ventures",2021,2
FullStory,$2B,2021-08-04,Internet software & services,Atlanta,United States,North America,2014,$172M,"Google Ventures, Kleiner Perkins Caufield & Byers, Stripes Group",2021,2
Lightricks,$2B,2019-07-31,Artificial intelligence,Jerusalem,Israel,Asia,2013,$305M,"Viola Ventures, Insight Partners, ClalTech, Goldman Sachs",2019,2
Opentrons,$2B,2021-09-23,Hardware,New York,United States,North America,2016,$240M,"SOSV, Khosla Ventures, Lerer Hippeau",2021,2
ZocDoc,$2B,2015-08-20,Health,New York,United States,North America,2007,$374M,"Founders Fund, Khosla Ventures, Goldman Sachs",2015,2
Accelerant,$2B,2022-01-12,Other,Colchester,United Kingdom,Europe,2018,$193M,"Deer Park Road, Altamont Capital Partners, Eldridge",2022,2
Huaqin Telecom Technology,$2B,2019-10-08,Mobile & telecommunications,Shanghai,China,Asia,2005,$298M,"Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital",2019,2
Addepar,$2B,2021-06-15,Fintech,Mountain View,United States,North America,2009,$676M,"8VC, D1 Capital Partners, Sway Ventures",2021,2
YITU Technology,$2B,2018-03-08,Artificial intelligence,Shanghai,China,Asia,2012,$401M,"Sequoia Capital China, Banyan Capital",2018,2
CloudWalk,$2B,2021-09-08,Fintech,Sao Paulo,Brazil,South America,2015,$345M,"Plug and Play Ventures, Valor Capital Group, DST Global",2021,2
Retool,$2B,2021-12-22,Internet software & services,San Francisco,United States,North America,2000,$96M,Sequoia Capital,2021,2
Volocopter,$2B,2022-03-04,Auto & transportation,Bruchsal,Germany,Europe,2011,$599M,"btov Partners, Geely, Intel Capital",2022,2
Acorns,$2B,2022-03-09,Fintech,Irvine,United States,North America,2012,$507M,"e.ventures, Bain Capital Ventures, Greycroft",2022,2
Aledade,$2B,2021-01-19,Health,Bethesda,United States,North America,2014,$295M,"Venrock, CVF Capital Partners, ARCH Venture Partners",2021,2
CoinSwitch Kuber,$2B,2021-10-06,Fintech,Bangalore,India,Asia,2017,$301M,"Tiger Global Management, Sequoia Capital India, Ribbit Capital",2021,2
ConcertAI,$2B,2022-03-29,Artificial intelligence,Boston,United States,North America,2018,$300M,"Sixth Street Partners, Declaration Partners, Maverick Ventures Israel",2022,2
Eightfold.ai,$2B,2020-10-27,Internet software & services,Santa Clara,United States,North America,2016,$397M,"Foundation Capital, Institutional Venture Partners, General Catalyst",2020,2
FirstCry,$2B,2020-02-07,E-commerce & direct-to-consumer,Pune,India,Asia,2010,$441M,"SoftBank Group, SAIF Partners India, Valiant Capital Partners",2020,2
Forto,$2B,2021-06-21,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2016,$593M,"Cherry Ventures, Northzone Ventures, Global Founders Capital",2021,2
GoCardless,$2B,2022-02-08,Fintech,London,United Kingdom,Europe,2011,$529M,"Accel, Passion Capital, Balderton Capital",2022,2
InVision,$2B,2017-11-01,Internet software & services,New York,United States,North America,2011,$349M,"FirstMark Capital, Tiger Global Management, ICONIQ Capital",2017,2
Jeeves,$2B,2022-03-14,Fintech,Orlando,United States,North America,2019,$268M,"Tencent Holdings, CRV, Clocktower Technology Ventures",2022,2
Medable,$2B,2021-10-26,Internet software & services,Palo Alto,United States,North America,2013,$507M,"GSR Ventures, Sapphire Ventures, Streamlined Ventures",2021,2
Moveworks,$2B,2021-06-30,Artificial intelligence,Mountain View,United States,North America,2016,$305M,"Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers",2021,2
MX Technologies,$2B,2021-01-13,Fintech,Lehi,United States,North America,2010,$450M,"Point72 Ventures, Pelion Venture Partners, Commerce Ventures",2021,2
PayFit,$2B,2022-01-06,Fintech,London,United Kingdom,Europe,2016,$496M,"Accel, frst, Kima Ventures",2022,2
ReCharge,$2B,2021-05-06,Fintech,Los Angeles,United States,North America,2017,$277M,"ICONIQ Growth, Bain Capital Ventures, Summit Partners",2021,2
Roofstock,$2B,2022-03-10,Fintech,Oakland,United States,North America,2015,$365M,"Khosla Ventures, Bain Capital Ventures, Lightspeed Venture Partners",2022,2
Urban Company,$2B,2021-04-27,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2014,$371M,"VY Capital, Accel, Elevation Capital",2021,2
Rokt,$2B,2021-12-16,Internet software & services,New York,United States,North America,2012,$487M,"Square Peg Capital, TDM Growth Partners, Tiger Global Management",2021,2
Starling Bank,$2B,2021-03-08,Fintech,London,United Kingdom,Europe,2014,$791M,"JTC Group, Qatar Investment Authority, Fidelity Investment",2021,2
Ankorstore,$2B,2022-01-10,E-commerce & direct-to-consumer,Paris,France,Europe,2019,$422M,"Global Founders Capital, Aglae Ventures, Alven Capital",2022,2
4Paradigm,$2B,2018-12-19,Artificial intelligence,Beijing,China,Asia,2015,$1B,"Sequoia Capital China, China Construction Bank, Bank of China",2018,2
Advance Intelligence Group,$2B,2021-09-23,Artificial intelligence,,Singapore,Asia,2016,$536M,"Vision Plus Capital, GSR Ventures, ZhenFund",2021,2
Aiven,$2B,2021-10-18,Internet software & services,Helsinki,Finland,Europe,2016,$210M,"Institutional Venture Partners, Atomico, Earlybird Venture Capital",2021,2
Akulaku,$2B,2022-02-15,E-commerce & direct-to-consumer,Jakarta,Indonesia,Asia,2014,$438M,"DCM Ventures, IDG Capital, Siam Commercial Bank",2022,2
Apeel Sciences,$2B,2020-05-26,Other,Goleta,United States,North America,2012,$640M,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz",2020,2
AppsFlyer,$2B,2020-01-21,Mobile & telecommunications,San Francisco,United States,North America,2011,$293M,"Magma Venture Partners, Pitango Venture Capital, Qumra Capital",2020,2
Avant,$2B,2012-12-17,Artificial intelligence,Chicago,United States,North America,2012,$658M,"RRE Ventures, Tiger Global, August Capital",2012,2
Aviatrix,$2B,2021-09-08,Internet software & services,Santa Clara,United States,North America,2014,$341M,"Ignition Partners, Formation 8, CRV",2021,2
BlaBlaCar,$2B,2015-09-16,Auto & transportation,Paris,France,Europe,2006,$449M,"Accel Partners, Index Ventures, Insight Venture Partners",2015,2
Black Sesame Technologies,$2B,2021-09-22,Artificial intelligence,Shanghai,China,Asia,2016,$115M,"Northern Light Venture Capital, Xiaomi, FutureX Capital",2021,2
Bunq,$2B,2021-06-18,Fintech,Amsterdam,Netherlands,Europe,2013,$281M,Undisclosed,2021,2
Calm,$2B,2019-02-06,Consumer & retail,San Francisco,United States,North America,2012,$218M,"Insight Venture Partners, TPG Growth, Sound Ventures",2019,2
Chipper Cash,$2B,2021-05-31,Fintech,San Francisco,United States,North America,2017,$302M,"Deciens Capital, Bezos Expeditions, 500 Startups",2021,2
Clearco,$2B,2021-04-20,Fintech,Toronto,Canada,North America,2015,$433M,"Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners",2021,2
ClickHouse,$2B,2021-10-28,Data management & analytics,Portola Valley,United States,North America,2021,$300M,"Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital",2021,2
Clip,$2B,2021-06-10,Fintech,Mexico City,Mexico,North America,2012,$381M,"Alta Ventures Mexico, General Atlantic, SoftBank Group",2021,2
Cloudinary,$2B,2022-02-15,Internet software & services,Santa Clara,United States,North America,2011,$100M,"Blackstone, Bessemer Venture Partners",2022,2
Deliverr,$2B,2021-11-22,"Supply chain, logistics, & delivery",San Francisco,United States,North America,2017,$456M,"8VC, Activant Capital, GLP Capital Partners",2021,2
Divvy Homes,$2B,2021-08-13,Fintech,San Francisco,United States,North America,2017,$370M,"Andreessen Horowitz, Caffeinated Capital, SciFi VC",2021,2
Dremio,$2B,2021-01-06,Data management & analytics,Santa Clara,United States,North America,2015,$410M,"Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners",2021,2
